s_no,title,body,industry,Region,source,time
847,Procurement of 0613-234022123754/08 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022123754/08,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
848,Procurement of 0613-234022123754/09 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022123754/09,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
849,Procurement of 0613-234022123754/03 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022123754/03,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
850,Procurement of 0613-234022123754/06 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022123754/06,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
851,Procurement of 0613-234022123754/05 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022123754/05,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
852,Procurement of 0613-234022123754/04 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022123754/04,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
853,Procurement of 0613-234022123754/01 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022123754/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
854,Procurement of 0613-234022123754/02 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022123754/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
855,Procurement of 0655-2341NIT1026N/05 Cixi People's Hospital Medical Health Group (Cixi People's Hospital) medical equipment purchase project(1),"0655-2341NIT1026N/05,Cixi People's Hospital Medical Health Group (Cixi People's Hospital) medical equipment purchase project",Health ,ChinaZhejiang,Currency,10-16-2023
856,Procurement of 0655-2341NIT1026N/01 Cixi People's Hospital Medical Health Group (Cixi People's Hospital) medical equipment purchase project(1),"0655-2341NIT1026N/01,Cixi People's Hospital Medical Health Group (Cixi People's Hospital) medical equipment purchase project",Health ,ChinaZhejiang,Currency,10-16-2023
857,Procurement of 0655-2341NIT1026N/02 Cixi People's Hospital Medical Health Group (Cixi People's Hospital) medical equipment purchase project(1),"0655-2341NIT1026N/02,Cixi People's Hospital Medical Health Group (Cixi People's Hospital) medical equipment purchase project",Health ,ChinaZhejiang,Currency,10-16-2023
858,Procurement of 0655-2341NIT1026N/03 Cixi People's Hospital Medical Health Group (Cixi People's Hospital) medical equipment purchase project(1),"0655-2341NIT1026N/03,Cixi People's Hospital Medical Health Group (Cixi People's Hospital) medical equipment purchase project",Health ,ChinaZhejiang,Currency,10-16-2023
859,Procurement of 0655-2341NIT1026N/04 Cixi People's Hospital Medical Health Group (Cixi People's Hospital) medical equipment purchase project(1),"0655-2341NIT1026N/04,Cixi People's Hospital Medical Health Group (Cixi People's Hospital) medical equipment purchase project",Health ,ChinaZhejiang,Currency,10-16-2023
860,Procurement of 0628-234010102004 MTF Tester(1),"0628-234010102004,MTF Tester",Research and Experimental Development,ChinaJiangxi,Currency,10-16-2023
861,"Procurement of 4197-2340SHJT0002/37 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(2)","4197-2340SHJT0002/37,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-16-2023
862,"Procurement of 4197-2340SHJT0002/36 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(2)","4197-2340SHJT0002/36,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-16-2023
863,"Procurement of 4197-2340SHJT0002/20 Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd(2)","4197-2340SHJT0002/20,Construction Project of Special Process Production Line of GTA Semiconductor Co., Ltd","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaShanghai,Currency,10-16-2023
864,Procurement of 0613-234022125003/02 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125003/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
865,Procurement of 0613-234022125003/01 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125003/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
866,Procurement of 0613-234022125004/12 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125004/12,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
867,Procurement of 0613-234022125004/13 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125004/13,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
868,Procurement of 0613-234022125004/10 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125004/10,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
869,Procurement of 0613-234022125004/11 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125004/11,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
870,Procurement of 0613-234022125004/08 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125004/08,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
871,Procurement of 0613-234022125004/09 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125004/09,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
872,Procurement of 0613-234022125004/04 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125004/04,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
873,Procurement of 0613-234022125004/07 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125004/07,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
874,Procurement of 0613-234022125004/06 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125004/06,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
875,Procurement of 0613-234022125004/05 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125004/05,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
876,Procurement of 0613-234022125004/02 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125004/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
877,Procurement of 0613-234022125004/03 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125004/03,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
878,Procurement of 0613-234022125004/01 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125004/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
879,Procurement of 0613-234022125005/02 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125005/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
880,Procurement of 0613-234022125005/03 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125005/03,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
881,Procurement of 0613-234022125005/01 Huahong Wuxi 12-Inch IC Manufacturing(1),"0613-234022125005/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
882,Procurement of 0748-2340CA6030IJ equipment(1),"0748-2340CA6030IJ,equipment",Water Transport,ChinaShaanxi,Currency,10-16-2023
883,Procurement of 1049-234NMAC20232/01 Procurement of medical equipment for Inner Mongolia Medical College hospitals(1),"1049-234NMAC20232/01,Procurement of medical equipment for Inner Mongolia Medical College hospitals",Health ,ChinaInner Mongoria,Currency,10-16-2023
884,Procurement of 1049-234NMAC20232/02 Procurement of medical equipment for Inner Mongolia Medical College hospitals(1),"1049-234NMAC20232/02,Procurement of medical equipment for Inner Mongolia Medical College hospitals",Health ,ChinaInner Mongoria,Currency,10-16-2023
885,Procurement of 1825-234A20232113 Shanghai First People's Hospital liquid chromatography-tandem mass spectrometry system(1),"1825-234A20232113,Shanghai First People's Hospital liquid chromatography-tandem mass spectrometry system",Health ,ChinaShanghai,Currency,10-16-2023
886,Procurement of 0614-234SY2310780 CNC cylindrical grinder procurement(2),"0614-234SY2310780,CNC cylindrical grinder procurement",Manufacture of Special-purpose Machinery,ChinaJiangsu,Currency,10-16-2023
887,Procurement of 0712-234012303040 Yanshan Branch - Preparation and evaluation of organic luminescent materials and mold test device project Organic luminescent material synthesis simulation device(1),"0712-234012303040,Yanshan Branch - Preparation and evaluation of organic luminescent materials and mold test device project Organic luminescent ","Processing of Petroleum, Coking and  of Nuclear Fuel",ChinaBeijing,Currency,10-16-2023
888,Procurement of 0660-2340GMS93111/03 Side Encapsulation Oven Equipment(1),"0660-2340GMS93111/03,Side Encapsulation Oven Equipment","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaSichuan,Currency,10-16-2023
889,"Procurement of 0701-234208070117 China Automobile Academy (Jiangsu) Automotive Engineering Research Institute Co., LTD., vehicle and parts electromagnetic compatibility test system procurement(1)","0701-234208070117,China Automobile Academy (Jiangsu) Automotive Engineering Research Institute Co., LTD., vehicle and parts electromagnetic",Professional Technical Services,ChinaJiangsu,Currency,10-16-2023
890,Procurement of 0834-2341SH23A381 Wireless integrated test system(2),"0834-2341SH23A381,Wireless integrated test system",Education ,ChinaShanghai,Currency,10-16-2023
891,Procurement of 0613-234025124813 Equipment Procurement Project of Changsha HKC Optoelectronics G8.6 TFT-LCD LD/ULD Robot(2),"0613-234025124813,Equipment Procurement Project of Changsha HKC Optoelectronics G8.6 TFT-LCD LD/ULD Robot",Manufacture of Special-purpose Machinery,ChinaHunan,Currency,10-16-2023
892,Procurement of 0705-234023603822 Huahong Wuxi 12-Inch IC Manufacturing(1),"0705-234023603822,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
893,Procurement of 0705-234023603821/02 Huahong Wuxi 12-Inch IC Manufacturing(1),"0705-234023603821/02,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
894,Procurement of 0705-234023603821/01 Huahong Wuxi 12-Inch IC Manufacturing(1),"0705-234023603821/01,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
895,Procurement of 0705-234023603820 Huahong Wuxi 12-Inch IC Manufacturing(1),"0705-234023603820,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
896,Procurement of 0705-234023603819 Huahong Wuxi 12-Inch IC Manufacturing(1),"0705-234023603819,Huahong Wuxi 12-Inch IC Manufacturing","Manufacture of Computers, Communication and Other Electronic Equipment ",ChinaJiangsu,Currency,10-16-2023
897,Procurement of 0705-234002022008 Procurement of Full Band Optical Performance Testing System(1),"0705-234002022008,Procurement of Full Band Optical Performance Testing System",Education ,ChinaShanghai,Currency,10-16-2023
898,Procurement of 0705-234002022007 Procurement of Optoelectronic and Dielectric Testing Systems(1),"0705-234002022007,Procurement of Optoelectronic and Dielectric Testing Systems",Education ,ChinaShanghai,Currency,10-16-2023
899,Procurement of 0705-234002022006 Procurement of X-ray diffractometer system(2),"0705-234002022006,Procurement of X-ray diffractometer system",Education ,ChinaShanghai,Currency,10-16-2023
900,"Procurement of 0705-234201018007 ICB PROCUREMENT OF Water Play Area (Water Feature) Design, Fabrication and installation(1)","0705-234201018007,ICB PROCUREMENT OF Water Play Area (Water Feature) Design, Fabrication and installation",Entertainment ,ChinaShanghai,Currency,10-16-2023
901,Procurement of 0613-234123074709 Endoscopic surgical instrument control system(1),"0613-234123074709,Endoscopic surgical instrument control system",Health ,ChinaShanghai,Currency,10-16-2023
902,"Procurement of 0716-234HNC961793 Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. CNC tool grinding machine (large diameter milling tool processing) procurement project(1)","0716-234HNC961793,Zhuzhou Cemented Carbide Cutting Tools Co.,Ltd. CNC tool grinding machine (large diameter milling tool processing)",Manufacture of General-purpose Machinery,ChinaHunan,Currency,10-16-2023
903,Procurement of 0618-234TC239Q00E/01 Project of network comprehensive tester(2),"0618-234TC239Q00E/01,Project of network comprehensive tester","Telecommunications, Radio and Television and Satellite Transmission Services",ChinaGuangdong,Currency,10-16-2023
